Year,Candidate_ID,Name,State,Category,Total_Score,Percentile,AIR (All India Rank),State_Rank,Category_Rank,Qualified_Status,Cutoff_Score
2021,NEET864027,Candidate_1832,Maharashtra,General,645,89.58,90458,226,9416,Yes,140
2024,NEET986937,Candidate_3552,West Bengal,ST,153,21.25,169235,3478,1561,Yes,123
2021,NEET753483,Candidate_7166,West Bengal,EWS,422,58.61,92535,2392,7119,Yes,148
2023,NEET931341,Candidate_5342,Delhi,EWS,145,20.14,177499,3652,5711,Yes,143
2019,NEET371956,Candidate_6980,Uttar Pradesh,ST,596,82.78,34207,2411,6062,Yes,114
2022,NEET626691,Candidate_4017,Karnataka,SC,641,89.03,148010,3861,2218,Yes,115
2016,NEET563197,Candidate_1337,Uttar Pradesh,EWS,648,90.0,113691,344,4588,Yes,140
2020,NEET659277,Candidate_7088,Uttar Pradesh,SC,569,79.03,99374,3288,6,Yes,133
2019,NEET407690,Candidate_7656,Uttar Pradesh,OBC,655,90.97,164660,49,2521,Yes,141
2019,NEET401087,Candidate_3999,Maharashtra,EWS,481,66.81,179462,833,2579,Yes,150
2017,NEET868102,Candidate_9477,Tamil Nadu,General,353,49.03,96341,2748,9704,Yes,142
2018,NEET820002,Candidate_5499,Maharashtra,EWS,601,83.47,24860,4899,8577,Yes,141
2021,NEET819554,Candidate_1129,Karnataka,General,479,66.53,70269,30,6318,Yes,139
2019,NEET255795,Candidate_9671,Delhi,General,303,42.08,62307,1458,1426,Yes,148
2018,NEET452409,Candidate_5935,West Bengal,OBC,450,62.5,64344,3751,4112,Yes,144
2019,NEET730053,Candidate_1618,Karnataka,ST,636,88.33,137079,4725,2162,Yes,104
2021,NEET908221,Candidate_3370,West Bengal,General,253,35.14,67648,1707,4748,Yes,143
2020,NEET374870,Candidate_3843,Maharashtra,EWS,457,63.47,20143,1264,1912,Yes,150
2022,NEET790517,Candidate_8179,West Bengal,SC,110,15.28,161891,493,4784,No,112
2023,NEET722128,Candidate_7481,Tamil Nadu,General,572,79.44,98013,3768,1619,Yes,142
2017,NEET440223,Candidate_5029,Karnataka,OBC,584,81.11,51755,2034,6589,Yes,145
2015,NEET993235,Candidate_4754,West Bengal,SC,526,73.06,6918,1111,5484,Yes,124
2015,NEET533980,Candidate_3422,Delhi,ST,645,89.58,64685,2726,403,Yes,109
2024,NEET530386,Candidate_5986,Maharashtra,ST,368,51.11,95334,355,4916,Yes,126
2018,NEET752639,Candidate_4335,Tamil Nadu,ST,686,95.28,198921,2345,9493,Yes,137
2021,NEET502713,Candidate_8842,Maharashtra,General,647,89.86,67146,3102,6230,Yes,141
2016,NEET683867,Candidate_1449,Tamil Nadu,ST,378,52.5,93129,25,3366,Yes,121
2019,NEET159540,Candidate_3290,Karnataka,SC,411,57.08,9203,2620,5500,Yes,105
2015,NEET790221,Candidate_3219,Maharashtra,EWS,581,80.69,153226,4262,8029,Yes,138
2015,NEET181904,Candidate_5100,West Bengal,ST,582,80.83,159266,4904,6077,Yes,101
2023,NEET187748,Candidate_1446,Delhi,EWS,685,95.14,1846,683,4815,Yes,141
2021,NEET764460,Candidate_6560,West Bengal,ST,421,58.47,140411,908,8937,Yes,122
2016,NEET473292,Candidate_3768,Maharashtra,General,634,88.06,155640,3455,398,Yes,146
2017,NEET705253,Candidate_8509,Delhi,EWS,258,35.83,133965,3757,2389,Yes,148
2024,NEET730539,Candidate_9698,Maharashtra,EWS,224,31.11,104726,341,9104,Yes,142
2019,NEET486148,Candidate_8284,West Bengal,SC,516,71.67,125423,2583,3140,Yes,102
2017,NEET499938,Candidate_6151,Delhi,SC,453,62.92,6745,3670,5791,Yes,133
2018,NEET589280,Candidate_7686,Uttar Pradesh,EWS,544,75.56,50242,4977,4307,Yes,150
2019,NEET627620,Candidate_1940,Karnataka,OBC,254,35.28,111567,4899,1526,Yes,138
2016,NEET474028,Candidate_8244,Maharashtra,ST,597,82.92,62872,1508,9210,Yes,138
2019,NEET111971,Candidate_8495,Karnataka,ST,358,49.72,148155,4423,8531,Yes,114
2016,NEET922185,Candidate_5131,Maharashtra,ST,608,84.44,26976,1313,9255,Yes,116
2015,NEET371345,Candidate_3183,Karnataka,General,183,25.42,169127,3027,8266,Yes,148
2024,NEET212400,Candidate_4954,West Bengal,General,715,99.31,187023,2288,5265,Yes,144
2018,NEET967061,Candidate_6333,Delhi,EWS,344,47.78,156545,1084,1530,Yes,141
2021,NEET305013,Candidate_5536,Maharashtra,ST,190,26.39,146226,788,6950,Yes,123
2019,NEET394093,Candidate_7076,Maharashtra,ST,672,93.33,115939,2897,6231,Yes,117
2020,NEET434200,Candidate_5305,Maharashtra,General,254,35.28,25124,1605,2856,Yes,143
2024,NEET267713,Candidate_2045,Tamil Nadu,EWS,355,49.31,54628,1399,8023,Yes,140
2020,NEET143929,Candidate_4693,Delhi,ST,218,30.28,163451,2416,363,Yes,111
2017,NEET847877,Candidate_8370,Delhi,SC,495,68.75,110495,25,6746,Yes,107
2021,NEET842838,Candidate_2610,West Bengal,OBC,351,48.75,166120,913,1283,Yes,146
2024,NEET565404,Candidate_2880,Tamil Nadu,General,306,42.5,195440,4326,8370,Yes,149
2024,NEET124467,Candidate_3377,Tamil Nadu,ST,167,23.19,121843,3246,8865,Yes,105
2015,NEET232919,Candidate_2092,West Bengal,General,387,53.75,9449,2981,5277,Yes,149
2019,NEET137119,Candidate_6614,West Bengal,OBC,577,80.14,122133,4972,5222,Yes,148
2017,NEET133247,Candidate_6018,Tamil Nadu,EWS,365,50.69,185227,4364,935,Yes,140
2024,NEET500718,Candidate_3754,Karnataka,OBC,103,14.31,134818,2305,8257,No,138
2022,NEET678412,Candidate_1377,Delhi,OBC,637,88.47,112341,2285,1202,Yes,147
2024,NEET790104,Candidate_6615,Tamil Nadu,ST,389,54.03,170374,3616,9818,Yes,102
2017,NEET362000,Candidate_1422,Karnataka,OBC,183,25.42,148587,2662,7765,Yes,141
2024,NEET643674,Candidate_7734,Delhi,General,513,71.25,11461,3982,16,Yes,144
2018,NEET756242,Candidate_6502,Delhi,SC,591,82.08,6480,2701,7515,Yes,130
2020,NEET761495,Candidate_4854,Maharashtra,SC,626,86.94,193013,2928,7287,Yes,123
2015,NEET218178,Candidate_6747,Delhi,EWS,363,50.42,3319,644,8489,Yes,146
2024,NEET664423,Candidate_2170,Karnataka,General,357,49.58,66907,4570,9626,Yes,150
2020,NEET904081,Candidate_4819,Tamil Nadu,EWS,225,31.25,45653,15,1887,Yes,147
2022,NEET232304,Candidate_2214,Delhi,SC,199,27.64,160183,4351,6756,Yes,136
2019,NEET531994,Candidate_6454,Delhi,General,535,74.31,61400,3589,1276,Yes,148
2024,NEET346880,Candidate_1787,Maharashtra,ST,267,37.08,194422,1566,1605,Yes,136
2015,NEET934118,Candidate_4688,Maharashtra,General,272,37.78,147650,1004,2299,Yes,139
2018,NEET452240,Candidate_1180,West Bengal,SC,580,80.56,35533,738,6452,Yes,114
2015,NEET698859,Candidate_8996,Maharashtra,SC,680,94.44,22913,3019,1255,Yes,108
2016,NEET715470,Candidate_8610,Tamil Nadu,ST,243,33.75,177572,3025,1692,Yes,135
2017,NEET747566,Candidate_1793,Delhi,ST,357,49.58,115478,2176,3138,Yes,107
2022,NEET340295,Candidate_9998,West Bengal,OBC,447,62.08,42226,2193,4279,Yes,142
2020,NEET289723,Candidate_9685,Tamil Nadu,ST,578,80.28,34171,4976,6719,Yes,134
2023,NEET522719,Candidate_1045,Karnataka,SC,618,85.83,38246,2705,746,Yes,127
2019,NEET814867,Candidate_8663,Maharashtra,ST,274,38.06,29318,3268,4511,Yes,127
2015,NEET321871,Candidate_9820,Uttar Pradesh,General,171,23.75,178389,3182,5477,Yes,138
2016,NEET175597,Candidate_3908,Uttar Pradesh,EWS,640,88.89,137814,3457,9270,Yes,149
2023,NEET259350,Candidate_8161,Tamil Nadu,General,386,53.61,159029,3348,7209,Yes,140
2019,NEET991165,Candidate_7049,Karnataka,OBC,348,48.33,32033,2893,9598,Yes,150
2022,NEET581955,Candidate_9632,Tamil Nadu,EWS,397,55.14,17200,4145,8264,Yes,145
2023,NEET783831,Candidate_4430,Maharashtra,General,617,85.69,68805,3897,9406,Yes,142
2024,NEET401813,Candidate_5316,Uttar Pradesh,General,511,70.97,199886,1674,872,Yes,141
2017,NEET482664,Candidate_2355,Maharashtra,SC,129,17.92,4890,2112,6933,No,131
2019,NEET142038,Candidate_1302,Uttar Pradesh,SC,366,50.83,127133,2287,3246,Yes,111
2016,NEET671444,Candidate_9335,Delhi,ST,111,15.42,55524,3718,8584,No,138
2021,NEET184572,Candidate_5136,Maharashtra,General,412,57.22,167869,4308,222,Yes,138
2022,NEET299604,Candidate_2982,Tamil Nadu,OBC,206,28.61,89418,3273,7297,Yes,145
2016,NEET180856,Candidate_6390,Karnataka,SC,622,86.39,195598,3236,9501,Yes,113
2017,NEET251621,Candidate_1033,Maharashtra,OBC,119,16.53,141231,262,6919,No,141
2023,NEET378376,Candidate_7832,Uttar Pradesh,General,366,50.83,8941,3506,3027,Yes,147
2020,NEET769512,Candidate_1587,Karnataka,SC,449,62.36,102182,4941,1079,Yes,136
2021,NEET109747,Candidate_6461,Karnataka,SC,114,15.83,27695,2391,1007,No,136
2023,NEET282582,Candidate_3955,Delhi,EWS,593,82.36,176271,3533,7010,Yes,139
2022,NEET191086,Candidate_8885,Delhi,SC,138,19.17,175131,1173,1188,Yes,104
2020,NEET840258,Candidate_8438,Maharashtra,SC,122,16.94,55203,221,6475,No,140
2020,NEET341150,Candidate_9374,Delhi,SC,615,85.42,69551,4155,1328,Yes,115
2018,NEET967584,Candidate_2406,Uttar Pradesh,ST,407,56.53,147975,2583,1216,Yes,119
2020,NEET608481,Candidate_6130,West Bengal,General,108,15.0,104996,1859,1113,No,144
2017,NEET376487,Candidate_1119,Tamil Nadu,General,355,49.31,179246,4414,8347,Yes,148
2015,NEET149569,Candidate_6050,Uttar Pradesh,SC,713,99.03,167917,419,5928,Yes,102
2020,NEET631955,Candidate_4577,Karnataka,SC,673,93.47,148212,819,9719,Yes,117
2017,NEET768068,Candidate_1189,Maharashtra,SC,501,69.58,66950,2983,5585,Yes,129
2020,NEET806112,Candidate_1294,Tamil Nadu,OBC,347,48.19,182518,2599,7223,Yes,148
2019,NEET798362,Candidate_8541,Delhi,General,508,70.56,117082,1004,1747,Yes,150
2024,NEET366975,Candidate_3840,Uttar Pradesh,ST,496,68.89,129913,740,2775,Yes,110
2018,NEET739110,Candidate_1947,Uttar Pradesh,EWS,687,95.42,51838,2510,7879,Yes,142
2015,NEET477954,Candidate_5882,West Bengal,SC,185,25.69,4944,4740,1119,Yes,118
2015,NEET327741,Candidate_6484,Maharashtra,EWS,226,31.39,17645,2734,3577,Yes,147
2022,NEET708569,Candidate_2342,Delhi,General,372,51.67,43405,4036,934,Yes,143
2016,NEET893470,Candidate_5998,West Bengal,OBC,116,16.11,189605,1255,3877,No,143
2018,NEET539017,Candidate_5289,Karnataka,OBC,166,23.06,81697,10,487,Yes,146
2021,NEET174194,Candidate_5375,Delhi,EWS,150,20.83,136532,2077,9848,Yes,138
2017,NEET223157,Candidate_7501,Tamil Nadu,General,162,22.5,56537,2592,7430,Yes,138
2022,NEET145847,Candidate_6953,Uttar Pradesh,ST,717,99.58,72502,245,5105,Yes,133
2015,NEET379992,Candidate_3337,Maharashtra,General,217,30.14,33020,1843,4936,Yes,139
2015,NEET528641,Candidate_7168,Maharashtra,ST,687,95.42,24045,1154,1881,Yes,127
2024,NEET917320,Candidate_3885,Uttar Pradesh,ST,676,93.89,108894,4867,2882,Yes,104
2018,NEET472311,Candidate_1003,Uttar Pradesh,OBC,167,23.19,179836,2221,5180,Yes,141
2016,NEET773230,Candidate_5828,Maharashtra,OBC,236,32.78,51917,802,1481,Yes,139
2019,NEET297863,Candidate_2898,Tamil Nadu,EWS,690,95.83,194919,4395,111,Yes,141
2020,NEET280176,Candidate_7656,Tamil Nadu,EWS,213,29.58,95604,2285,3341,Yes,150
2020,NEET771251,Candidate_6601,Karnataka,SC,290,40.28,75388,4972,8436,Yes,140
2020,NEET432850,Candidate_8000,Uttar Pradesh,ST,630,87.5,7635,1053,42,Yes,114
2019,NEET660944,Candidate_6991,Maharashtra,EWS,217,30.14,97946,2675,9998,Yes,146
2018,NEET627580,Candidate_4870,Maharashtra,SC,414,57.5,49377,1571,4299,Yes,133
2015,NEET885822,Candidate_2670,Maharashtra,ST,138,19.17,197656,2608,5766,Yes,117
2022,NEET755512,Candidate_3131,Maharashtra,General,223,30.97,114546,2768,4513,Yes,148
2022,NEET788496,Candidate_3997,Tamil Nadu,SC,180,25.0,35498,3257,2602,Yes,131
2024,NEET677603,Candidate_7126,Delhi,ST,204,28.33,52652,2320,716,Yes,127
2019,NEET986187,Candidate_9578,Delhi,ST,197,27.36,182262,4615,8567,Yes,140
2022,NEET199325,Candidate_8101,Delhi,General,137,19.03,122678,1720,4199,No,149
2024,NEET866804,Candidate_7980,Maharashtra,OBC,394,54.72,29320,2940,9387,Yes,144
2020,NEET754360,Candidate_4568,Uttar Pradesh,ST,455,63.19,20875,3151,5990,Yes,109
2020,NEET508413,Candidate_6053,Maharashtra,OBC,274,38.06,197910,4274,3885,Yes,149
2020,NEET948685,Candidate_9268,Tamil Nadu,General,170,23.61,86803,871,3884,Yes,144
2019,NEET932245,Candidate_1119,Uttar Pradesh,ST,112,15.56,38597,3357,2459,No,117
2022,NEET681895,Candidate_4092,Uttar Pradesh,General,633,87.92,153046,2368,8052,Yes,148
2019,NEET678780,Candidate_5902,Karnataka,ST,591,82.08,2827,2011,7395,Yes,135
2022,NEET717839,Candidate_4948,Maharashtra,ST,137,19.03,149137,2545,4665,No,106
2020,NEET160693,Candidate_3639,Delhi,General,281,39.03,46805,79,3506,Yes,147
2019,NEET504788,Candidate_1810,Karnataka,OBC,190,26.39,94340,3525,9569,Yes,150
2021,NEET249366,Candidate_2231,Delhi,OBC,294,40.83,143892,467,2737,Yes,141
2016,NEET905486,Candidate_4495,West Bengal,ST,476,66.11,177811,768,685,Yes,133
2019,NEET358261,Candidate_2537,Delhi,EWS,351,48.75,93059,446,8096,Yes,139
2022,NEET317133,Candidate_8170,Tamil Nadu,SC,129,17.92,140496,801,4666,No,134
2024,NEET252718,Candidate_5220,Maharashtra,SC,341,47.36,110570,4038,517,Yes,108
2022,NEET907305,Candidate_3665,West Bengal,EWS,690,95.83,19928,2145,4236,Yes,143
2017,NEET695231,Candidate_5566,Delhi,EWS,124,17.22,104054,4364,8531,No,149
2022,NEET904974,Candidate_8845,Maharashtra,General,272,37.78,58709,3514,2036,Yes,150
2018,NEET265161,Candidate_1564,Uttar Pradesh,SC,631,87.64,135048,1078,3671,Yes,120
2019,NEET466612,Candidate_7765,West Bengal,SC,108,15.0,140877,2010,6918,No,134
2019,NEET851401,Candidate_3128,Tamil Nadu,General,687,95.42,49162,875,6624,Yes,148
2019,NEET185016,Candidate_5204,Uttar Pradesh,General,396,55.0,106535,7,4050,Yes,145
2016,NEET336127,Candidate_2637,Karnataka,EWS,519,72.08,66416,3685,7987,Yes,140
2022,NEET956977,Candidate_6275,Uttar Pradesh,ST,710,98.61,75170,1705,5242,Yes,106
2020,NEET700593,Candidate_3404,Tamil Nadu,OBC,336,46.67,158901,4231,6141,Yes,139
2019,NEET466034,Candidate_7278,Tamil Nadu,ST,653,90.69,6068,4487,5740,Yes,112
2019,NEET194751,Candidate_7162,Maharashtra,SC,165,22.92,98730,2853,3614,Yes,130
2023,NEET921239,Candidate_4775,Karnataka,General,429,59.58,92942,3904,5497,Yes,149
2015,NEET353272,Candidate_4316,West Bengal,General,708,98.33,38834,1441,4285,Yes,141
2015,NEET244929,Candidate_4372,Karnataka,OBC,249,34.58,47311,3088,4378,Yes,148
2016,NEET201828,Candidate_9073,Delhi,General,436,60.56,24464,3352,7396,Yes,144
2024,NEET387701,Candidate_4767,Maharashtra,EWS,142,19.72,84466,626,3060,Yes,148
2022,NEET868588,Candidate_1322,Uttar Pradesh,EWS,674,93.61,134129,4562,6003,Yes,146
2023,NEET327351,Candidate_4498,Uttar Pradesh,OBC,549,76.25,149822,3606,4690,Yes,143
2019,NEET954016,Candidate_5070,Tamil Nadu,EWS,570,79.17,161723,4453,6443,Yes,139
2017,NEET183437,Candidate_4648,Karnataka,EWS,382,53.06,165567,4408,1588,Yes,148
2017,NEET116441,Candidate_2836,Maharashtra,General,605,84.03,50693,490,3802,Yes,146
2017,NEET949067,Candidate_6572,Uttar Pradesh,General,304,42.22,28014,618,6942,Yes,138
2019,NEET210597,Candidate_5018,Karnataka,General,246,34.17,123502,361,4764,Yes,141
2020,NEET967398,Candidate_1758,Maharashtra,OBC,105,14.58,167791,2907,3910,No,148
2020,NEET719745,Candidate_7389,Karnataka,General,266,36.94,35987,4512,8830,Yes,150
2023,NEET542069,Candidate_6414,Maharashtra,ST,302,41.94,44713,3454,8951,Yes,101
2021,NEET244591,Candidate_3284,West Bengal,General,679,94.31,52473,3970,4928,Yes,138
2020,NEET209532,Candidate_7774,Maharashtra,General,621,86.25,178604,1282,6422,Yes,141
2024,NEET905389,Candidate_2172,Delhi,General,263,36.53,187424,3220,7702,Yes,146
2019,NEET743746,Candidate_8791,Tamil Nadu,SC,138,19.17,185252,4121,2261,Yes,127
2024,NEET684446,Candidate_3029,Uttar Pradesh,OBC,142,19.72,19949,4262,4940,Yes,138
2023,NEET287428,Candidate_6732,Delhi,ST,581,80.69,74649,4785,5197,Yes,127
2015,NEET631649,Candidate_3979,Karnataka,SC,543,75.42,105290,10,6999,Yes,121
2023,NEET498240,Candidate_9252,Maharashtra,General,279,38.75,54989,4252,5308,Yes,139
2015,NEET811092,Candidate_5776,Uttar Pradesh,SC,253,35.14,58945,1453,7579,Yes,114
2021,NEET742423,Candidate_8544,Tamil Nadu,EWS,246,34.17,38851,3318,9962,Yes,146
2020,NEET960656,Candidate_4813,Delhi,General,203,28.19,174664,798,8583,Yes,146
2019,NEET317018,Candidate_3433,West Bengal,OBC,678,94.17,124500,1162,3635,Yes,143
2015,NEET943836,Candidate_2449,West Bengal,General,292,40.56,40936,4556,2202,Yes,138
2016,NEET671595,Candidate_7014,Uttar Pradesh,General,693,96.25,46567,3251,5411,Yes,142
2024,NEET749330,Candidate_8640,Uttar Pradesh,SC,361,50.14,3533,101,6528,Yes,106
2016,NEET875399,Candidate_3880,Uttar Pradesh,SC,228,31.67,44704,4830,2688,Yes,103
2016,NEET807322,Candidate_8772,Uttar Pradesh,ST,674,93.61,78068,1531,7812,Yes,110
2015,NEET832535,Candidate_2160,Tamil Nadu,ST,474,65.83,138284,3033,6550,Yes,100
2019,NEET635300,Candidate_7230,Delhi,OBC,205,28.47,157976,653,5327,Yes,138
2016,NEET233834,Candidate_2029,West Bengal,General,313,43.47,166859,1400,2674,Yes,140
2015,NEET526520,Candidate_3810,Delhi,EWS,289,40.14,101878,545,72,Yes,149
2022,NEET183323,Candidate_7454,Delhi,EWS,268,37.22,8323,962,5622,Yes,145
2023,NEET764024,Candidate_6564,Karnataka,OBC,313,43.47,81874,2616,5153,Yes,146
2019,NEET841434,Candidate_1628,Uttar Pradesh,OBC,255,35.42,182046,4222,3772,Yes,144
2016,NEET340833,Candidate_4377,Tamil Nadu,ST,281,39.03,118544,2018,7064,Yes,138
2022,NEET143236,Candidate_3888,Tamil Nadu,EWS,289,40.14,49485,3355,1586,Yes,142
2015,NEET494145,Candidate_5489,Uttar Pradesh,General,278,38.61,63998,87,8572,Yes,149
2018,NEET710147,Candidate_2226,West Bengal,OBC,328,45.56,39009,3781,1216,Yes,149
2019,NEET235532,Candidate_4166,Tamil Nadu,EWS,599,83.19,125372,1184,8769,Yes,144
2020,NEET811054,Candidate_7105,West Bengal,General,705,97.92,57742,3429,6002,Yes,149
2022,NEET853517,Candidate_5300,Maharashtra,EWS,205,28.47,160873,4280,5980,Yes,141
2016,NEET359888,Candidate_1750,Karnataka,General,494,68.61,118172,4846,9920,Yes,148
2019,NEET661541,Candidate_9524,Uttar Pradesh,EWS,553,76.81,139297,2617,1946,Yes,144
2017,NEET832961,Candidate_4072,West Bengal,ST,579,80.42,110846,4824,4623,Yes,117
2017,NEET694707,Candidate_4474,Uttar Pradesh,SC,273,37.92,113536,4466,9491,Yes,119
2015,NEET128855,Candidate_8865,Delhi,EWS,102,14.17,197878,1134,6311,No,144
2015,NEET413085,Candidate_4178,Karnataka,SC,292,40.56,110588,4157,9728,Yes,103
2024,NEET174873,Candidate_3613,Maharashtra,ST,679,94.31,131728,2077,2226,Yes,136
2018,NEET601804,Candidate_1286,Delhi,EWS,532,73.89,183329,4850,3706,Yes,150
2021,NEET648617,Candidate_9315,Maharashtra,General,157,21.81,168877,2792,4574,Yes,147
2020,NEET475011,Candidate_4437,West Bengal,EWS,148,20.56,136322,3573,53,Yes,140
2017,NEET298195,Candidate_8421,Karnataka,SC,643,89.31,75154,3940,5015,Yes,107
2018,NEET293831,Candidate_9216,West Bengal,OBC,349,48.47,64010,1550,1343,Yes,140
2020,NEET254001,Candidate_1298,West Bengal,OBC,128,17.78,37557,1609,6886,No,143
2020,NEET545623,Candidate_6781,West Bengal,ST,619,85.97,58324,1520,6366,Yes,123
2020,NEET422852,Candidate_6496,Tamil Nadu,OBC,384,53.33,37023,4634,3250,Yes,138
2015,NEET325987,Candidate_8672,Maharashtra,OBC,554,76.94,29491,496,8303,Yes,145
2022,NEET103205,Candidate_8857,Maharashtra,SC,464,64.44,27673,3026,7406,Yes,114
2024,NEET365367,Candidate_1522,Karnataka,EWS,507,70.42,113352,2460,8221,Yes,143
2024,NEET878805,Candidate_9181,West Bengal,ST,279,38.75,68674,1735,1781,Yes,138
2016,NEET318807,Candidate_3353,Delhi,ST,322,44.72,131790,1007,5404,Yes,106
2016,NEET616301,Candidate_8379,West Bengal,ST,250,34.72,110123,213,5708,Yes,137
2021,NEET539556,Candidate_8951,Delhi,EWS,231,32.08,179748,1344,7499,Yes,138
2022,NEET328685,Candidate_6531,West Bengal,SC,595,82.64,176669,3098,8462,Yes,102
2021,NEET864271,Candidate_2852,West Bengal,General,160,22.22,124791,105,1887,Yes,140
2023,NEET529688,Candidate_1096,Karnataka,General,452,62.78,11063,4754,7783,Yes,142
2021,NEET457856,Candidate_7502,Tamil Nadu,General,357,49.58,178812,2904,9016,Yes,147
2023,NEET277714,Candidate_8296,West Bengal,SC,540,75.0,115790,4222,9446,Yes,121
2016,NEET306420,Candidate_1331,Tamil Nadu,General,348,48.33,173843,4606,8060,Yes,139
2015,NEET520245,Candidate_4421,West Bengal,EWS,546,75.83,98015,4445,607,Yes,140
2016,NEET985020,Candidate_7874,Uttar Pradesh,OBC,549,76.25,185643,4120,5263,Yes,149
2016,NEET767231,Candidate_2799,West Bengal,OBC,413,57.36,161523,1250,7843,Yes,140
2016,NEET200818,Candidate_2420,Tamil Nadu,General,581,80.69,21274,4069,7914,Yes,148
2024,NEET662032,Candidate_8768,Uttar Pradesh,SC,122,16.94,129305,3929,6903,No,100
2021,NEET765067,Candidate_2499,Maharashtra,OBC,465,64.58,100838,332,503,Yes,138
2021,NEET726936,Candidate_2768,West Bengal,SC,170,23.61,85798,4571,3238,Yes,130
2024,NEET936310,Candidate_5725,Uttar Pradesh,SC,248,34.44,63860,2285,5668,Yes,134
2020,NEET140310,Candidate_6945,Karnataka,General,588,81.67,100108,2502,2340,Yes,140
2019,NEET195191,Candidate_2628,West Bengal,EWS,534,74.17,113546,743,2261,Yes,143
2021,NEET514887,Candidate_3262,Maharashtra,SC,630,87.5,94538,4990,4662,Yes,133
2016,NEET291863,Candidate_6583,Karnataka,SC,412,57.22,178343,2644,6765,Yes,122
2020,NEET699786,Candidate_8172,Karnataka,ST,362,50.28,34813,1246,215,Yes,137
2021,NEET506799,Candidate_8899,Karnataka,SC,519,72.08,61670,1765,5372,Yes,102
2024,NEET390646,Candidate_4561,Delhi,ST,298,41.39,156170,1719,9207,Yes,114
2021,NEET238160,Candidate_4269,Uttar Pradesh,OBC,452,62.78,82641,2808,2948,Yes,141
2024,NEET109225,Candidate_6259,Tamil Nadu,General,652,90.56,115562,620,2988,Yes,142
2020,NEET240398,Candidate_6837,Delhi,ST,352,48.89,157359,2750,4362,Yes,122
2017,NEET771443,Candidate_8597,Uttar Pradesh,SC,615,85.42,174240,630,8718,Yes,107
2021,NEET293214,Candidate_3354,Maharashtra,SC,290,40.28,165676,977,6510,Yes,105
2020,NEET756030,Candidate_8366,West Bengal,OBC,608,84.44,157596,5000,6552,Yes,150
2021,NEET630342,Candidate_5414,West Bengal,SC,494,68.61,190867,977,5711,Yes,131
2023,NEET560872,Candidate_3514,Delhi,SC,217,30.14,58757,2933,2060,Yes,120
2017,NEET179830,Candidate_4021,West Bengal,SC,512,71.11,57028,2349,2615,Yes,120
2019,NEET463961,Candidate_1797,Karnataka,OBC,515,71.53,79218,126,7604,Yes,138
2019,NEET738129,Candidate_6514,Tamil Nadu,EWS,522,72.5,35523,2556,2691,Yes,148
2016,NEET952750,Candidate_8402,Tamil Nadu,SC,475,65.97,106562,348,9683,Yes,124
2017,NEET637336,Candidate_5900,Uttar Pradesh,EWS,675,93.75,193532,1616,219,Yes,147
2023,NEET271944,Candidate_2484,Uttar Pradesh,General,571,79.31,70370,3434,7795,Yes,144
2017,NEET376869,Candidate_1659,Karnataka,EWS,101,14.03,155870,1818,4243,No,149
2022,NEET657259,Candidate_5142,Delhi,ST,393,54.58,150876,1442,2195,Yes,131
2017,NEET528772,Candidate_1018,West Bengal,General,221,30.69,103969,4270,8932,Yes,142
2021,NEET706375,Candidate_1545,Maharashtra,SC,206,28.61,41122,1503,6817,Yes,104
2018,NEET244637,Candidate_9043,Maharashtra,EWS,156,21.67,124878,3868,3026,Yes,149
2019,NEET397389,Candidate_4770,Maharashtra,SC,267,37.08,128840,2184,292,Yes,133
